20	2166	5	8
20	2167	6	8
20	2168	7	8
21	2227	2	8
21	2228	3	8
21	2229	4	8
21	2230	5	8
21	2231	6	8
21	2232	7	8
22	2291	2	8
22	2292	3	8
22	2293	4	8
22	2294	5	8
22	2295	6	8
22	2296	7	8
23	2355	2	8
23	2356	3	8
23	2357	4	8
23	2358	5	8
23	2359	6	8
23	2360	7	8
24	1763	2	8
24	1764	3	8
24	1765	4	8
24	1766	5	8
24	1767	6	8
24	1768	7	8
25	1827	2	8
25	1828	3	8
25	1829	4	8
25	1830	5	8
25	1831	6	8
25	1832	7	8
26	2403	2	8
26	2404	3	8
26	2405	4	8
26	2406	5	8
26	2407	6	8
26	2408	7	8
27	2467	2	8
27	2468	3	8
27	2469	4	8
27	2470	5	8
27	2471	6	8
27	2472	7	8
28	1891	2	8
28	1892	3	8
28	1893	4	8
28	1894	5	8
28	1895	6	8
28	1896	7	8
29	1955	2	8
29	1956	3	8
29	1957	4	8
29	1958	5	8
29	1959	6	8
29	1960	7	8
30	2019	2	8
30	2020	3	8
30	2021	4	8
30	2022	5	8
30	2023	6	8
30	2024	7	8
31	2083	2	8
31	2084	3	8
31	2085	4	8
31	2086	5	8
31	2087	6	8
31	2088	7	8
32	2147	2	8
32	2148	3	8
32	2149	4	8
32	2150	5	8
32	2151	6	8
32	2152	7	8
33	2211	2	8
33	2212	3	8
33	2213	4	8
33	2214	5	8
33	2215	6	8
33	2216	7	8
34	2275	2	8
34	2276	3	8
34	2277	4	8
34	2278	5	8
34	2279	6	8
34	2280	7	8
35	2339	2	8
35	2340	3	8
35	2341	4	8
35	2342	5	8
35	2343	6	8
35	2344	7	8
36	1787	2	8
36	1788	3	8
36	1789	4	8
36	1790	5	8
36	1791	6	8
36	1792	7	8
37	1851	2	8
37	1852	3	8
37	1853	4	8
37	1854	5	8
37	1855	6	8
37	1856	7	8
38	2427	2	8
38	2428	3	8
38	2429	4	8
38	2430	5	8
38	2431	6	8
38	2432	7	8
39	2491	2	8
39	2492	3	8
39	2493	4	8
39	2494	5	8
39	2495	6	8
39	2496	7	8
40	1915	2	8
40	1916	3	8
40	1917	4	8
40	1918	5	8
40	1919	6	8
40	1920	7	8
41	1979	2	8
41	1980	3	8
41	1981	4	8
41	1982	5	8
41	1983	6	8
41	1984	7	8
42	2043	2	8
42	2044	3	8
42	2045	4	8
42	2046	5	8
42	2047	6	8
42	2048	7	8
43	2107	2	8
43	2108	3	8
43	2109	4	8
43	2110	5	8
43	2111	6	8
43	2112	7	8
44	2171	2	8
44	2172	3	8
44	2173	4	8
44	2174	5	8
44	2175	6	8
44	2176	7	8
45	2235	2	8
45	2236	3	8
45	2237	4	8
45	2238	5	8
45	2239	6	8
45	2240	7	8
46	2299	2	8
46	2300	3	8
46	2301	4	8
46	2302	5	8
46	2303	6	8
46	2304	7	8
47	2363	2	8
47	2364	3	8
47	2365	4	8
47	2366	5	8
47	2367	6	8
47	2368	7	8
48	1755	2	8
48	1756	3	8
48	1757	4	8
48	1758	5	8
48	1759	6	8
48	1760	7	8
49	1819	2	8
49	1820	3	8
49	1821	4	8
49	1822	5	8
49	1823	6	8
49	1824	7	8
50	2395	2	8
50	2396	3	8
50	2397	4	8
50	2398	5	8
50	2399	6	8
50	2400	7	8
51	2459	2	8
51	2460	3	8
51	2461	4	8
51	2462	5	8
51	2463	6	8
51	2464	7	8
52	2523	2	8
52	2524	3	8
52	2525	4	8
52	2526	5	8
52	2527	6	8
52	2528	7	8
53	1883	2	8
53	1884	3	8
53	1885	4	8
53	1886	5	8
53	1887	6	8
53	1888	7	8
54	1947	2	8
54	1948	3	8
54	1949	4	8
54	1950	5	8
54	1951	6	8
54	1952	7	8
55	2011	2	8
55	2012	3	8
55	2013	4	8
55	2014	5	8
55	2015	6	8
55	2016	7	8
56	2075	2	8
56	2076	3	8
56	2077	4	8
56	2078	5	8
56	2079	6	8
56	2080	7	8
57	2139	2	8
57	2140	3	8
57	2141	4	8
57	2142	5	8
57	2143	6	8
57	2144	7	8
58	2203	2	8
58	2204	3	8
58	2205	4	8
58	2206	5	8
58	2207	6	8
58	2208	7	8
59	2267	2	8
59	2268	3	8
59	2269	4	8
59	2270	5	8
59	2271	6	8
59	2272	7	8
60	2331	2	8
60	2332	3	8
60	2333	4	8
60	2334	5	8
60	2335	6	8
60	2336	7	8
61	1731	2	8
61	1732	3	8
61	1733	4	8
61	1734	5	8
61	1735	6	8
61	1736	7	8
62	1795	2	8
62	1796	3	8
62	1797	4	8
62	1798	5	8
62	1799	6	8
62	1800	7	8
63	2371	2	8
63	2372	3	8
63	2373	4	8
63	2374	5	8
63	2375	6	8
63	2376	7	8
64	2435	2	8
64	2436	3	8
64	2437	4	8
64	2438	5	8
64	2439	6	8
64	2440	7	8
65	2499	2	8
65	2500	3	8
65	2501	4	8
65	2502	5	8
65	2503	6	8
65	2504	7	8
66	1859	2	8
66	1860	3	8
66	1861	4	8
66	1862	5	8
66	1863	6	8
66	1864	7	8
67	1923	2	8
67	1924	3	8
67	1925	4	8
67	1926	5	8
67	1927	6	8
67	1928	7	8
68	1987	2	8
68	1988	3	8
68	1989	4	8
68	1990	5	8
68	1991	6	8
68	1992	7	8
69	2051	2	8
69	2052	3	8
69	2053	4	8
69	2054	5	8
69	2055	6	8
69	2056	7	8
70	2115	2	8
70	2116	3	8
70	2117	4	8
70	2118	5	8
70	2119	6	8
70	2120	7	8
71	2179	2	8
71	2180	3	8
71	2181	4	8
71	2182	5	8
71	2183	6	8
71	2184	7	8
72	2243	2	8
72	2244	3	8
72	2245	4	8
72	2246	5	8
72	2247	6	8
72	2248	7	8
73	2307	2	8
73	2308	3	8
73	2309	4	8
73	2310	5	8
73	2311	6	8
73	2312	7	8
74	1747	2	8
74	1748	3	8
74	1749	4	8
74	1750	5	8
74	1751	6	8
74	1752	7	8
75	1811	2	8
75	1812	3	8
75	1813	4	8
75	1814	5	8
75	1815	6	8
75	1816	7	8
76	2387	2	8
76	2388	3	8
76	2389	4	8
76	2390	5	8
76	2391	6	8
76	2392	7	8
77	2451	2	8
77	2452	3	8
77	2453	4	8
77	2454	5	8
77	2455	6	8
77	2456	7	8
78	2515	2	8
78	2516	3	8
78	2517	4	8
78	2518	5	8
78	2519	6	8
78	2520	7	8
79	1875	2	8
79	1876	3	8
79	1877	4	8
79	1878	5	8
79	1879	6	8
79	1880	7	8
80	1939	2	8
80	1940	3	8
80	1941	4	8
80	1942	5	8
80	1943	6	8
80	1944	7	8
81	2003	2	8
81	2004	3	8
81	2005	4	8
81	2006	5	8
81	2007	6	8
81	2008	7	8
82	2067	2	8
82	2068	3	8
82	2069	4	8
82	2070	5	8
82	2071	6	8
82	2072	7	8
83	2131	2	8
83	2132	3	8
83	2133	4	8
83	2134	5	8
83	2135	6	8
83	2136	7	8
84	2195	2	8
84	2196	3	8
84	2197	4	8
84	2198	5	8
84	2199	6	8
84	2200	7	8
85	2259	2	8
85	2260	3	8
85	2261	4	8
85	2262	5	8
85	2263	6	8
85	2264	7	8
86	2323	2	8
86	2324	3	8
86	2325	4	8
86	2326	5	8
86	2327	6	8
86	2328	7	8
87	1739	2	8
87	1740	3	8
87	1741	4	8
87	1742	5	8
87	1743	6	8
87	1744	7	8
88	1803	2	8
88	1804	3	8
88	1805	4	8
88	1806	5	8
88	1807	6	8
88	1808	7	8
89	2379	2	8
89	2380	3	8
89	2381	4	8
89	2382	5	8
89	2383	6	8
89	2384	7	8
90	2443	2	8
90	2444	3	8
90	2445	4	8
90	2446	5	8
90	2447	6	8
90	2448	7	8
91	2507	2	8
91	2508	3	8
91	2509	4	8
91	2510	5	8
91	2511	6	8
91	2512	7	8
92	1867	2	8
92	1868	3	8
92	1869	4	8
92	1870	5	8
92	1871	6	8
92	1872	7	8
93	1931	2	8
93	1932	3	8
93	1933	4	8
93	1934	5	8
93	1935	6	8
93	1936	7	8
94	1995	2	8
94	1996	3	8
94	1997	4	8
94	1998	5	8
94	1999	6	8
94	2000	7	8
95	2059	2	8
95	2060	3	8
95	2061	4	8
95	2062	5	8
95	2063	6	8
95	2064	7	8
96	2123	2	8
96	2124	3	8
96	2125	4	8
96	2126	5	8
96	2127	6	8
96	2128	7	8
97	2187	2	8
97	2188	3	8
97	2189	4	8
97	2190	5	8
97	2191	6	8
97	2192	7	8
98	2251	2	8
98	2252	3	8
98	2253	4	8
98	2254	5	8
98	2255	6	8
98	2256	7	8
99	2315	2	8
99	2316	3	8
99	2317	4	8
99	2318	5	8
99	2319	6	8
99	2320	7	8
100	1771	2	8
100	1772	3	8
100	1773	4	8
100	1774	5	8
100	1775	6	8
100	1776	7	8
101	1835	2	8
101	1836	3	8
101	1837	4	8
101	1838	5	8
101	1839	6	8
101	1840	7	8
102	2411	2	8
102	2412	3	8
102	2413	4	8
102	2414	5	8
102	2415	6	8
102	2416	7	8
103	2475	2	8
103	2476	3	8
103	2477	4	8
103	2478	5	8
103	2479	6	8
103	2480	7	8
104	1899	2	8
104	1900	3	8
104	1901	4	8
104	1902	5	8
104	1903	6	8
104	1904	7	8
105	1963	2	8
105	1964	3	8
105	1965	4	8
105	1966	5	8
105	1967	6	8
105	1968	7	8
106	2027	2	8
106	2028	3	8
106	2029	4	8
106	2030	5	8
106	2031	6	8
106	2032	7	8
107	2091	2	8
107	2092	3	8
107	2093	4	8
107	2094	5	8
107	2095	6	8
107	2096	7	8
108	2155	2	8
108	2156	3	8
108	2157	4	8
108	2158	5	8
108	2159	6	8
108	2160	7	8
109	2219	2	8
109	2220	3	8
109	2221	4	8
109	2222	5	8
109	2223	6	8
109	2224	7	8
110	2283	2	8
110	2284	3	8
110	2285	4	8
110	2286	5	8
110	2287	6	8
110	2288	7	8
111	2347	2	8
111	2348	3	8
111	2349	4	8
111	2350	5	8
111	2351	6	8
111	2352	7	8
112	1779	2	8
112	1780	3	8
112	1781	4	8
112	1782	5	8
112	1783	6	8
112	1784	7	8
113	1843	2	8
113	1844	3	8
113	1845	4	8
113	1846	5	8
113	1847	6	8
113	1848	7	8
114	2419	2	8
114	2420	3	8
114	2421	4	8
114	2422	5	8
114	2423	6	8
114	2424	7	8
115	2483	2	8
115	2484	3	8
115	2485	4	8
115	2486	5	8
115	2487	6	8
115	2488	7	8
116	1907	2	8
116	1908	3	8
116	1909	4	8
116	1910	5	8
116	1911	6	8
116	1912	7	8
117	1971	2	8
117	1972	3	8
117	1973	4	8
117	1974	5	8
117	1975	6	8
117	1976	7	8
118	2035	2	8
118	2036	3	8
118	2037	4	8
118	2038	5	8
118	2039	6	8
118	2040	7	8
119	2099	2	8
119	2100	3	8
119	2101	4	8
119	2102	5	8
119	2103	6	8
119	2104	7	8
120	2163	2	8
120	2164	3	8
120	2165	4	8
120	2166	5	8
120	2167	6	8
120	2168	7	8
121	2227	2	8
121	2228	3	8
121	2229	4	8
121	2230	5	8
121	2231	6	8
121	2232	7	8
122	2291	2	8
122	2292	3	8
122	2293	4	8
122	2294	5	8
122	2295	6	8
122	2296	7	8
123	2355	2	8
123	2356	3	8
123	2357	4	8
123	2358	5	8
123	2359	6	8
123	2360	7	8
124	1763	2	8
124	1764	3	8
124	1765	4	8
124	1766	5	8
124	1767	6	8
124	1768	7	8
125	1827	2	8
125	1828	3	8
125	1829	4	8
125	1830	5	8
125	1831	6	8
125	1832	7	8
126	2403	2	8
126	2404	3	8
126	2405	4	8
126	2406	5	8
126	2407	6	8
126	2408	7	8
127	2467	2	8
127	2468	3	8
127	2469	4	8
127	2470	5	8
127	2471	6	8
127	2472	7	8
128	1891	2	8
128	1892	3	8
128	1893	4	8
128	1894	5	8
128	1895	6	8
128	1896	7	8
129	1955	2	8
129	1956	3	8
129	1957	4	8
129	1958	5	8
129	1959	6	8
129	1960	7	8
130	2019	2	8
130	2020	3	8
130	2021	4	8
130	2022	5	8
130	2023	6	8
130	2024	7	8
131	2083	2	8
131	2084	3	8
131	2085	4	8
131	2086	5	8
131	2087	6	8
131	2088	7	8
132	2147	2	8
132	2148	3	8
132	2149	4	8
132	2150	5	8
132	2151	6	8
132	2152	7	8
133	2211	2	8
133	2212	3	8
133	2213	4	8
133	2214	5	8
133	2215	6	8
133	2216	7	8
134	2275	2	8
134	2276	3	8
134	2277	4	8
134	2278	5	8
134	2279	6	8
134	2280	7	8
135	2339	2	8
135	2340	3	8
135	2341	4	8
135	2342	5	8
135	2343	6	8
135	2344	7	8
136	1787	2	8
136	1788	3	8
136	1789	4	8
136	1790	5	8
136	1791	6	8
136	1792	7	8
137	1851	2	8
137	1852	3	8
137	1853	4	8
137	1854	5	8
137	1855	6	8
137	1856	7	8
138	2427	2	8
138	2428	3	8
138	2429	4	8
138	2430	5	8
138	2431	6	8
138	2432	7	8
139	2491	2	8
139	2492	3	8
139	2493	4	8
139	2494	5	8
139	2495	6	8
139	2496	7	8
140	1915	2	8
140	1916	3	8
140	1917	4	8
140	1918	5	8
140	1919	6	8
140	1920	7	8
141	1979	2	8
141	1980	3	8
141	1981	4	8
141	1982	5	8
141	1983	6	8
141	1984	7	8
142	2043	2	8
142	2044	3	8
142	2045	4	8
142	2046	5	8
142	2047	6	8
142	2048	7	8
143	2107	2	8
143	2108	3	8
143	2109	4	8
143	2110	5	8
143	2111	6	8
143	2112	7	8
144	2171	2	8
144	2172	3	8
144	2173	4	8
144	2174	5	8
144	2175	6	8
144	2176	7	8
145	2235	2	8
145	2236	3	8
145	2237	4	8
145	2238	5	8
145	2239	6	8
145	2240	7	8
146	2299	2	8
146	2300	3	8
146	2301	4	8
146	2302	5	8
146	2303	6	8
146	2304	7	8
147	2363	2	8
147	2364	3	8
147	2365	4	8
147	2366	5	8
147	2367	6	8
147	2368	7	8
148	1755	2	8
148	1756	3	8
148	1757	4	8
148	1758	5	8
148	1759	6	8
148	1760	7	8
149	1819	2	8
149	1820	3	8
149	1821	4	8
149	1822	5	8
149	1823	6	8
149	1824	7	8
150	2395	2	8
150	2396	3	8
150	2397	4	8
150	2398	5	8
150	2399	6	8
150	2400	7	8
151	2459	2	8
151	2460	3	8
151	2461	4	8
151	2462	5	8
151	2463	6	8
151	2464	7	8
152	2523	2	8
152	2524	3	8
152	2525	4	8
152	2526	5	8
152	2527	6	8
152	2528	7	8
153	1883	2	8
153	1884	3	8
153	1885	4	8
153	1886	5	8
153	1887	6	8
153	1888	7	8
154	1947	2	8
154	1948	3	8
154	1949	4	8
154	1950	5	8
154	1951	6	8
154	1952	7	8
155	2011	2	8
155	2012	3	8
155	2013	4	8
155	2014	5	8
155	2015	6	8
155	2016	7	8
156	2075	2	8
156	2076	3	8
156	2077	4	8
156	2078	5	8
156	2079	6	8
156	2080	7	8
157	2139	2	8
157	2140	3	8
157	2141	4	8
157	2142	5	8
157	2143	6	8
157	2144	7	8
158	2203	2	8
158	2204	3	8
158	2205	4	8
158	2206	5	8
158	2207	6	8
158	2208	7	8
159	2267	2	8
159	2268	3	8
159	2269	4	8
159	2270	5	8
159	2271	6	8
159	2272	7	8
160	2331	2	8
160	2332	3	8
160	2333	4	8
160	2334	5	8
160	2335	6	8
160	2336	7	8
161	1731	2	8
161	1732	3	8
161	1733	4	8
161	1734	5	8
161	1735	6	8
161	1736	7	8
162	1795	2	8
162	1796	3	8
162	1797	4	8
162	1798	5	8
162	1799	6	8
162	1800	7	8
163	2371	2	8
163	2372	3	8
163	2373	4	8
163	2374	5	8
163	2375	6	8
163	2376	7	8
164	2435	2	8
164	2436	3	8
164	2437	4	8
164	2438	5	8
164	2439	6	8
164	2440	7	8
165	2499	2	8
165	2500	3	8
165	2501	4	8
165	2502	5	8
165	2503	6	8
165	2504	7	8
166	1859	2	8
166	1860	3	8
166	1861	4	8
166	1862	5	8
166	1863	6	8
166	1864	7	8
167	1923	2	8
167	1924	3	8
167	1925	4	8
167	1926	5	8
167	1927	6	8
167	1928	7	8
168	1987	2	8
168	1988	3	8
168	1989	4	8
168	1990	5	8
168	1991	6	8
168	1992	7	8
169	2051	2	8
169	2052	3	8
169	2053	4	8
169	2054	5	8
169	2055	6	8
169	2056	7	8
170	2115	2	8
170	2116	3	8
170	2117	4	8
170	2118	5	8
170	2119	6	8
170	2120	7	8
171	2179	2	8
171	2180	3	8
171	2181	4	8
171	2182	5	8
171	2183	6	8
171	2184	7	8
172	2243	2	8
172	2244	3	8
172	2245	4	8
172	2246	5	8
172	2247	6	8
172	2248	7	8
173	2307	2	8
173	2308	3	8
173	2309	4	8
173	2310	5	8
173	2311	6	8
173	2312	7	8
174	1747	2	8
174	1748	3	8
174	1749	4	8
174	1750	5	8
174	1751	6	8
174	1752	7	8
175	1811	2	8
175	1812	3	8
175	1813	4	8
175	1814	5	8
175	1815	6	8
175	1816	7	8
176	2387	2	8
176	2388	3	8
176	2389	4	8
176	2390	5	8
176	2391	6	8
176	2392	7	8
177	2451	2	8
177	2452	3	8
177	2453	4	8
177	2454	5	8
177	2455	6	8
177	2456	7	8
178	2515	2	8
178	2516	3	8
178	2517	4	8
178	2518	5	8
178	2519	6	8
178	2520	7	8
179	1875	2	8
179	1876	3	8
179	1877	4	8
179	1878	5	8
179	1879	6	8
179	1880	7	8
180	1939	2	8
180	1940	3	8
180	1941	4	8
180	1942	5	8
180	1943	6	8
180	1944	7	8
181	2003	2	8
181	2004	3	8
181	2005	4	8
181	2006	5	8
181	2007	6	8
181	2008	7	8
182	2067	2	8
182	2068	3	8
182	2069	4	8
182	2070	5	8
182	2071	6	8
182	2072	7	8
183	2131	2	8
183	2132	3	8
183	2133	4	8
183	2134	5	8
183	2135	6	8
183	2136	7	8
184	2195	2	8
184	2196	3	8
184	2197	4	8
184	2198	5	8
184	2199	6	8
184	2200	7	8
185	2259	2	8
185	2260	3	8
185	2261	4	8
185	2262	5	8
185	2263	6	8
185	2264	7	8
186	2323	2	8
186	2324	3	8
186	2325	4	8
186	2326	5	8
186	2327	6	8
186	2328	7	8
187	1739	2	8
187	1740	3	8
187	1741	4	8
187	1742	5	8
187	1743	6	8
187	1744	7	8
188	1803	2	8
188	1804	3	8
188	1805	4	8
188	1806	5	8
188	1807	6	8
188	1808	7	8
189	2379	2	8
189	2380	3	8
189	2381	4	8
189	2382	5	8
189	2383	6	8
189	2384	7	8
190	2443	2	8
190	2444	3	8
190	2445	4	8
190	2446	5	8
190	2447	6	8
190	2448	7	8
191	2507	2	8
191	2508	3	8
191	2509	4	8
191	2510	5	8
191	2511	6	8
191	2512	7	8
192	1867	2	8
192	1868	3	8
192	1869	4	8
192	1870	5	8
192	1871	6	8
192	1872	7	8
193	1931	2	8
193	1932	3	8
193	1933	4	8
193	1934	5	8
193	1935	6	8
193	1936	7	8
194	1995	2	8
194	1996	3	8
194	1997	4	8
194	1998	5	8
194	1999	6	8
194	2000	7	8
195	2059	2	8
195	2060	3	8
195	2061	4	8
195	2062	5	8
195	2063	6	8
195	2064	7	8
196	2123	2	8
196	2124	3	8
196	2125	4	8
196	2126	5	8
196	2127	6	8
196	2128	7	8
197	2187	2	8
197	2188	3	8
197	2189	4	8
197	2190	5	8
197	2191	6	8
197	2192	7	8
198	2251	2	8
198	2252	3	8
198	2253	4	8
198	2254	5	8
198	2255	6	8
198	2256	7	8
199	2315	2	8
199	2316	3	8
199	2317	4	8
199	2318	5	8
199	2319	6	8
199	2320	7	8
200	1771	2	8
200	1772	3	8
200	1773	4	8
200	1774	5	8
200	1775	6	8
200	1776	7	8
201	1835	2	8
201	1836	3	8
201	1837	4	8
201	1838	5	8
201	1839	6	8
201	1840	7	8
202	2411	2	8
202	2412	3	8
202	2413	4	8
202	2414	5	8
202	2415	6	8
202	2416	7	8
203	2475	2	8
203	2476	3	8
203	2477	4	8
203	2478	5	8
203	2479	6	8
203	2480	7	8
204	1899	2	8
204	1900	3	8
204	1901	4	8
204	1902	5	8
204	1903	6	8
204	1904	7	8
205	1963	2	8
205	1964	3	8
205	1965	4	8
205	1966	5	8
205	1967	6	8
205	1968	7	8
206	2027	2	8
206	2028	3	8
206	2029	4	8
206	2030	5	8
206	2031	6	8
206	2032	7	8
207	2091	2	8
207	2092	3	8
207	2093	4	8
207	2094	5	8
207	2095	6	8
207	2096	7	8
208	2155	2	8
208	2156	3	8
208	2157	4	8
208	2158	5	8
208	2159	6	8
208	2160	7	8
209	2219	2	8
209	2220	3	8
209	2221	4	8
209	2222	5	8
209	2223	6	8
209	2224	7	8
210	2283	2	8
210	2284	3	8
210	2285	4	8
210	2286	5	8
210	2287	6	8
210	2288	7	8
211	2347	2	8
211	2348	3	8
211	2349	4	8
211	2350	5	8
211	2351	6	8
211	2352	7	8
212	1779	2	8
212	1780	3	8
212	1781	4	8
212	1782	5	8
212	1783	6	8
212	1784	7	8
213	1843	2	8
213	1844	3	8
213	1845	4	8
213	1846	5	8
213	1847	6	8
213	1848	7	8
214	2419	2	8
214	2420	3	8
214	2421	4	8
214	2422	5	8
214	2423	6	8
214	2424	7	8
215	2483	2	8
215	2484	3	8
215	2485	4	8
215	2486	5	8
215	2487	6	8
215	2488	7	8
216	1907	2	8
216	1908	3	8
216	1909	4	8
216	1910	5	8
216	1911	6	8
216	1912	7	8
217	1971	2	8
217	1972	3	8
217	1973	4	8
217	1974	5	8
217	1975	6	8
217	1976	7	8
218	2035	2	8
218	2036	3	8
218	2037	4	8
218	2038	5	8
218	2039	6	8
218	2040	7	8
219	2099	2	8
219	2100	3	8
219	2101	4	8
219	2102	5	8
219	2103	6	8
219	2104	7	8
220	2163	2	8
220	2164	3	8
220	2165	4	8
220	2166	5	8
220	2167	6	8
220	2168	7	8
221	2227	2	8
221	2228	3	8
221	2229	4	8
221	2230	5	8
221	2231	6	8
221	2232	7	8
222	2291	2	8
222	2292	3	8
222	2293	4	8
222	2294	5	8
222	2295	6	8
222	2296	7	8
223	2355	2	8
223	2356	3	8
223	2357	4	8
223	2358	5	8
223	2359	6	8
223	2360	7	8
224	1763	2	8
224	1764	3	8
224	1765	4	8
224	1766	5	8
224	1767	6	8
224	1768	7	8
225	1827	2	8
225	1828	3	8
225	1829	4	8
225	1830	5	8
225	1831	6	8
225	1832	7	8
226	2403	2	8
226	2404	3	8
226	2405	4	8
226	2406	5	8
226	2407	6	8
226	2408	7	8
227	2467	2	8
227	2468	3	8
227	2469	4	8
227	2470	5	8
227	2471	6	8
227	2472	7	8
228	1891	2	8
228	1892	3	8
228	1893	4	8
228	1894	5	8
228	1895	6	8
228	1896	7	8
229	1955	2	8
229	1956	3	8
229	1957	4	8
229	1958	5	8
229	1959	6	8
229	1960	7	8
230	2019	2	8
230	2020	3	8
230	2021	4	8
230	2022	5	8
230	2023	6	8
230	2024	7	8
231	2083	2	8
231	2084	3	8
231	2085	4	8
231	2086	5	8
231	2087	6	8
231	2088	7	8
232	2147	2	8
232	2148	3	8
232	2149	4	8
232	2150	5	8
232	2151	6	8
232	2152	7	8
233	2211	2	8
233	2212	3	8
233	2213	4	8
233	2214	5	8
233	2215	6	8
233	2216	7	8
234	2275	2	8
234	2276	3	8
234	2277	4	8
234	2278	5	8
234	2279	6	8
234	2280	7	8
235	2339	2	8
235	2340	3	8
235	2341	4	8
235	2342	5	8
235	2343	6	8
235	2344	7	8
236	1787	2	8
236	1788	3	8
236	1789	4	8
236	1790	5	8
236	1791	6	8
236	1792	7	8
237	1851	2	8
237	1852	3	8
237	1853	4	8
237	1854	5	8
237	1855	6	8
237	1856	7	8
238	2427	2	8
238	2428	3	8
238	2429	4	8
238	2430	5	8
238	2431	6	8
238	2432	7	8
239	2491	2	8
239	2492	3	8
239	2493	4	8
239	2494	5	8
239	2495	6	8
239	2496	7	8
240	1915	2	8
240	1916	3	8
240	1917	4	8
240	1918	5	8
240	1919	6	8
240	1920	7	8
241	1979	2	8
241	1980	3	8
241	1981	4	8
241	1982	5	8
241	1983	6	8
241	1984	7	8
242	2043	2	8
242	2044	3	8
242	2045	4	8
242	2046	5	8
242	2047	6	8
242	2048	7	8
243	2107	2	8
243	2108	3	8
243	2109	4	8
243	2110	5	8
243	2111	6	8
243	2112	7	8
244	2171	2	8
244	2172	3	8
244	2173	4	8
244	2174	5	8
244	2175	6	8
244	2176	7	8
245	2235	2	8
245	2236	3	8
245	2237	4	8
245	2238	5	8
245	2239	6	8
245	2240	7	8
246	2299	2	8
246	2300	3	8
246	2301	4	8
246	2302	5	8
246	2303	6	8
246	2304	7	8
247	2363	2	8
247	2364	3	8
247	2365	4	8
247	2366	5	8
247	2367	6	8
247	2368	7	8
248	1755	2	8
248	1756	3	8
248	1757	4	8
248	1758	5	8
248	1759	6	8
248	1760	7	8
249	1819	2	8
249	1820	3	8
249	1821	4	8
249	1822	5	8
249	1823	6	8
249	1824	7	8
250	2395	2	8
250	2396	3	8
250	2397	4	8
250	2398	5	8
250	2399	6	8
250	2400	7	8
251	2459	2	8
251	2460	3	8
251	2461	4	8
251	2462	5	8
251	2463	6	8
251	2464	7	8
252	2523	2	8
252	2524	3	8
252	2525	4	8
252	2526	5	8
252	2527	6	8
252	2528	7	8
253	1883	2	8
253	1884	3	8
253	1885	4	8
253	1886	5	8
253	1887	6	8
253	1888	7	8
254	1947	2	8
254	1948	3	8
254	1949	4	8
254	1950	5	8
254	1951	6	8
254	1952	7	8
255	2011	2	8
255	2012	3	8
255	2013	4	8
255	2014	5	8
255	2015	6	8
255	2016	7	8
256	2075	2	8
256	2076	3	8
256	2077	4	8
256	2078	5	8
256	2079	6	8
256	2080	7	8
257	2139	2	8
257	2140	3	8
257	2141	4	8
257	2142	5	8
257	2143	6	8
257	2144	7	8
258	2203	2	8
258	2204	3	8
258	2205	4	8
258	2206	5	8
258	2207	6	8
258	2208	7	8
259	2267	2	8
259	2268	3	8
259	2269	4	8
259	2270	5	8
259	2271	6	8
259	2272	7	8
260	2331	2	8
260	2332	3	8
260	2333	4	8
260	2334	5	8
260	2335	6	8
260	2336	7	8
261	1731	2	8
